group,trial,projection_seed,checkpoint,entity_type,role,count,share,total_unique
異なる射影,4,20264840,10,Node,学習・無関係共有,0,0.0,76
異なる射影,4,20264840,10,Node,類似・無関係共有,1,0.01315789,76
異なる射影,4,20264840,10,Edge,全共有幹線,5,0.09433962,53
異なる射影,4,20264840,10,Edge,学習・類似共有,7,0.13207547,53
異なる射影,4,20264840,10,Edge,学習文専用,12,0.22641509,53
異なる射影,4,20264840,10,Edge,類似文専用,12,0.22641509,53
異なる射影,4,20264840,10,Edge,無関係文専用,16,0.30188679,53
異なる射影,4,20264840,10,Edge,学習・無関係共有,0,0.0,53
異なる射影,4,20264840,10,Edge,類似・無関係共有,1,0.01886792,53
異なる射影,4,20264840,20,Node,全共有幹線,10,0.12820513,78
異なる射影,4,20264840,20,Node,学習・類似共有,9,0.11538462,78
異なる射影,4,20264840,20,Node,学習文専用,19,0.24358974,78
異なる射影,4,20264840,20,Node,類似文専用,17,0.21794872,78
異なる射影,4,20264840,20,Node,無関係文専用,23,0.29487179,78
異なる射影,4,20264840,20,Node,学習・無関係共有,0,0.0,78
異なる射影,4,20264840,20,Node,類似・無関係共有,0,0.0,78
異なる射影,4,20264840,20,Edge,全共有幹線,8,0.14285714,56
異なる射影,4,20264840,20,Edge,学習・類似共有,7,0.125,56
異なる射影,4,20264840,20,Edge,学習文専用,15,0.26785714,56
異なる射影,4,20264840,20,Edge,類似文専用,11,0.19642857,56
異なる射影,4,20264840,20,Edge,無関係文専用,15,0.26785714,56
異なる射影,4,20264840,20,Edge,学習・無関係共有,0,0.0,56
異なる射影,4,20264840,20,Edge,類似・無関係共有,0,0.0,56
異なる射影,4,20264840,50,Node,全共有幹線,12,0.14814815,81
異なる射影,4,20264840,50,Node,学習・類似共有,11,0.13580247,81
異なる射影,4,20264840,50,Node,学習文専用,18,0.22222222,81
異なる射影,4,20264840,50,Node,類似文専用,17,0.20987654,81
異なる射影,4,20264840,50,Node,無関係文専用,21,0.25925926,81
異なる射影,4,20264840,50,Node,学習・無関係共有,0,0.0,81
異なる射影,4,20264840,50,Node,類似・無関係共有,2,0.02469136,81
異なる射影,4,20264840,50,Edge,全共有幹線,10,0.16949153,59
異なる射影,4,20264840,50,Edge,学習・類似共有,9,0.15254237,59
異なる射影,4,20264840,50,Edge,学習文専用,14,0.23728814,59
異なる射影,4,20264840,50,Edge,類似文専用,11,0.18644068,59
異なる射影,4,20264840,50,Edge,無関係文専用,13,0.22033898,59
異なる射影,4,20264840,50,Edge,学習・無関係共有,0,0.0,59
異なる射影,4,20264840,50,Edge,類似・無関係共有,2,0.03389831,59
異なる射影,5,20265849,0,Node,全共有幹線,0,0.0,70
異なる射影,5,20265849,0,Node,学習・類似共有,17,0.24285714,70
異なる射影,5,20265849,0,Node,学習文専用,11,0.15714286,70
異なる射影,5,20265849,0,Node,類似文専用,14,0.2,70
異なる射影,5,20265849,0,Node,無関係文専用,25,0.35714286,70
異なる射影,5,20265849,0,Node,学習・無関係共有,3,0.04285714,70
異なる射影,5,20265849,0,Node,類似・無関係共有,0,0.0,70
異なる射影,5,20265849,0,Edge,全共有幹線,0,0.0,48
異なる射影,5,20265849,0,Edge,学習・類似共有,14,0.29166667,48
異なる射影,5,20265849,0,Edge,学習文専用,6,0.125,48
異なる射影,5,20265849,0,Edge,類似文専用,8,0.16666667,48
異なる射影,5,20265849,0,Edge,無関係文専用,18,0.375,48
異なる射影,5,20265849,0,Edge,学習・無関係共有,2,0.04166667,48
異なる射影,5,20265849,0,Edge,類似・無関係共有,0,0.0,48
異なる射影,5,20265849,1,Node,全共有幹線,0,0.0,70
異なる射影,5,20265849,1,Node,学習・類似共有,18,0.25714286,70
異なる射影,5,20265849,1,Node,学習文専用,11,0.15714286,70
異なる射影,5,20265849,1,Node,類似文専用,13,0.18571429,70
異なる射影,5,20265849,1,Node,無関係文専用,25,0.35714286,70
異なる射影,5,20265849,1,Node,学習・無関係共有,3,0.04285714,70
異なる射影,5,20265849,1,Node,類似・無関係共有,0,0.0,70
異なる射影,5,20265849,1,Edge,全共有幹線,0,0.0,49
異なる射影,5,20265849,1,Edge,学習・類似共有,15,0.30612245,49
異なる射影,5,20265849,1,Edge,学習文専用,6,0.12244898,49
異なる射影,5,20265849,1,Edge,類似文専用,8,0.16326531,49
異なる射影,5,20265849,1,Edge,無関係文専用,18,0.36734694,49
異なる射影,5,20265849,1,Edge,学習・無関係共有,2,0.04081633,49
異なる射影,5,20265849,1,Edge,類似・無関係共有,0,0.0,49
異なる射影,5,20265849,5,Node,全共有幹線,0,0.0,72
異なる射影,5,20265849,5,Node,学習・類似共有,18,0.25,72
異なる射影,5,20265849,5,Node,学習文専用,13,0.18055556,72
異なる射影,5,20265849,5,Node,類似文専用,12,0.16666667,72
異なる射影,5,20265849,5,Node,無関係文専用,25,0.34722222,72
異なる射影,5,20265849,5,Node,学習・無関係共有,3,0.04166667,72
異なる射影,5,20265849,5,Node,類似・無関係共有,1,0.01388889,72
異なる射影,5,20265849,5,Edge,全共有幹線,0,0.0,52
異なる射影,5,20265849,5,Edge,学習・類似共有,15,0.28846154,52
異なる射影,5,20265849,5,Edge,学習文専用,8,0.15384615,52
異なる射影,5,20265849,5,Edge,類似文専用,8,0.15384615,52
異なる射影,5,20265849,5,Edge,無関係文専用,19,0.36538462,52
異なる射影,5,20265849,5,Edge,学習・無関係共有,2,0.03846154,52
異なる射影,5,20265849,5,Edge,類似・無関係共有,0,0.0,52
異なる射影,5,20265849,10,Node,全共有幹線,0,0.0,73
異なる射影,5,20265849,10,Node,学習・類似共有,19,0.26027397,73
異なる射影,5,20265849,10,Node,学習文専用,13,0.17808219,73
異なる射影,5,20265849,10,Node,類似文専用,12,0.16438356,73
異なる射影,5,20265849,10,Node,無関係文専用,24,0.32876712,73
異なる射影,5,20265849,10,Node,学習・無関係共有,4,0.05479452,73
異なる射影,5,20265849,10,Node,類似・無関係共有,1,0.01369863,73
異なる射影,5,20265849,10,Edge,全共有幹線,0,0.0,55
異なる射影,5,20265849,10,Edge,学習・類似共有,16,0.29090909,55
異なる射影,5,20265849,10,Edge,学習文専用,9,0.16363636,55
異なる射影,5,20265849,10,Edge,類似文専用,9,0.16363636,55
異なる射影,5,20265849,10,Edge,無関係文専用,18,0.32727273,55
異なる射影,5,20265849,10,Edge,学習・無関係共有,3,0.05454545,55
異なる射影,5,20265849,10,Edge,類似・無関係共有,0,0.0,55
異なる射影,5,20265849,20,Node,全共有幹線,1,0.01333333,75
異なる射影,5,20265849,20,Node,学習・類似共有,22,0.29333333,75
異なる射影,5,20265849,20,Node,学習文専用,13,0.17333333,75
異なる射影,5,20265849,20,Node,類似文専用,11,0.14666667,75
異なる射影,5,20265849,20,Node,無関係文専用,24,0.32,75
異なる射影,5,20265849,20,Node,学習・無関係共有,4,0.05333333,75
異なる射影,5,20265849,20,Node,類似・無関係共有,0,0.0,75
異なる射影,5,20265849,20,Edge,全共有幹線,0,0.0,58
異なる射影,5,20265849,20,Edge,学習・類似共有,21,0.36206897,58
異なる射影,5,20265849,20,Edge,学習文専用,8,0.13793103,58
異なる射影,5,20265849,20,Edge,類似文専用,8,0.13793103,58
異なる射影,5,20265849,20,Edge,無関係文専用,17,0.29310345,58
異なる射影,5,20265849,20,Edge,学習・無関係共有,4,0.06896552,58
異なる射影,5,20265849,20,Edge,類似・無関係共有,0,0.0,58
異なる射影,5,20265849,50,Node,全共有幹線,4,0.05128205,78
異なる射影,5,20265849,50,Node,学習・類似共有,22,0.28205128,78
異なる射影,5,20265849,50,Node,学習文専用,15,0.19230769,78
異なる射影,5,20265849,50,Node,類似文専用,11,0.14102564,78
異なる射影,5,20265849,50,Node,無関係文専用,23,0.29487179,78
異なる射影,5,20265849,50,Node,学習・無関係共有,3,0.03846154,78
異なる射影,5,20265849,50,Node,類似・無関係共有,0,0.0,78
異なる射影,5,20265849,50,Edge,全共有幹線,2,0.03278689,61
異なる射影,5,20265849,50,Edge,学習・類似共有,22,0.36065574,61
異なる射影,5,20265849,50,Edge,学習文専用,10,0.16393443,61
異なる射影,5,20265849,50,Edge,類似文専用,8,0.13114754,61
異なる射影,5,20265849,50,Edge,無関係文専用,16,0.26229508,61
異なる射影,5,20265849,50,Edge,学習・無関係共有,3,0.04918033,61
異なる射影,5,20265849,50,Edge,類似・無関係共有,0,0.0,61
